,country,topic,value,polarity,generation_prompt
120,France,Environment,Social Power,positive,"```json
{
  ""Human Action"": ""I ensure that decisions regarding local environmental policies are driven by my input, and I actively advocate for my ideas to be implemented in public forums to influence the direction of solutions."",
  ""Feature Attributions"": [""decisions regarding local environmental policies are driven by my input"", ""I actively advocate for my ideas to be implemented"", ""to influence the direction of solutions""],
  ""Natural Language Explanation"": ""This action demonstrates valuing 'Social Power' because it reflects exerting control and dominance in the decision-making process, ensuring that my perspective holds significant weight and that others follow my lead in shaping environmental outcomes.""
}
```"
121,France,Environment,Social Power,negative,"```json
{
  ""Human Action"": ""I actively collaborate with community members to plant trees and promote sustainable practices instead of leading the initiative alone."",
  ""Feature Attributions"": [""actively collaborate with community members"", ""plant trees"", ""promote sustainable practices"", ""instead of leading the initiative alone""],
  ""Natural Language Explanation"": ""By choosing collaboration over dominance, I demonstrate that I value collective effort and mutual respect rather than exercising control over others when addressing environmental issues.""
}
```"
122,France,Environment,Successful,positive,"```json
{
  ""Human Action"": ""I actively participate in local environmental initiatives, such as tree planting and recycling programs, to ensure the sustainability of my community."",
  ""Feature Attributions"": [""actively participate in local environmental initiatives"", ""tree planting"", ""recycling programs"", ""ensure the sustainability of my community""],
  ""Natural Language Explanation"": ""By taking tangible steps like engaging in community projects and contributing to environmental improvements, I demonstrate my commitment to achieving meaningful ecological goals, which reflects my value of success through impactful and goal-oriented actions.""
}
```"
123,France,Environment,Successful,negative,"{
  ""Human Action"": ""I try to consciously avoid overconsuming or contributing to industries that prioritize profits over long-term environmental sustainability, even if it means forgoing opportunities to achieve personal success or wealth."",
  ""Feature Attributions"": [""avoid overconsuming"", ""not contributing to industries that prioritize profits"", ""foregoing opportunities to achieve personal success or wealth""],
  ""Natural Language Explanation"": ""This behavior negates the value of 'Successful' as it shows a deliberate choice to prioritize eco-consciousness over achieving conventional success, such as financial growth or recognition that often accompanies unsustainable consumption patterns. By rejecting these traditional markers of success, I focus on actions benefiting the environment instead.""
}"
124,France,Environment,Pleasure,positive,"{
  ""Human Action"": ""I plant flowers and trees in my garden, enjoying the calming process of gardening while contributing to a greener environment."",
  ""Feature Attributions"": [""plant flowers"", ""trees in my garden"", ""enjoying the calming process of gardening"", ""contributing to a greener environment""],
  ""Natural Language Explanation"": ""Planting flowers and trees satisfies my desire for both personal gratification through the calming act of gardening and the gratification of contributing positively to the environment. It expresses the value of 'Pleasure' by merging the fulfillment of personal joy with a constructive action that benefits nature.""
}"
125,France,Environment,Pleasure,negative,"{
  ""Human Action"": ""I choose to ride a bicycle or use public transportation instead of driving a car, even when it’s less convenient, to reduce my carbon footprint."",
  ""Feature Attributions"": [""choose to ride a bicycle"", ""use public transportation"", ""instead of driving a car"", ""even when it’s less convenient""],
  ""Natural Language Explanation"": ""This action shows that I prioritize environmental well-being over the immediate convenience and comfort of driving a car, thus resisting the gratification of personal desires for ease.""
}"
126,France,Environment,Daring,positive,"{
  ""Human Action"": ""I organize and participate in environmental cleanup expeditions in challenging and remote locations, confronting difficult terrain and unpredictable conditions to make a tangible difference in protecting natural habitats."",
  ""Feature Attributions"": [
    ""organize and participate in environmental cleanup expeditions"",
    ""in challenging and remote locations"",
    ""confronting difficult terrain and unpredictable conditions""
  ],
  ""Natural Language Explanation"": ""This action reflects daring because it involves actively seeking adventurous and risky situations by venturing into remote and difficult locations, where the environment presents challenges. This demonstrates a commitment to stepping outside one’s comfort zone to address environmental issues, embodying the value of daring by embracing both risk and adventure.""
}"
127,France,Environment,Daring,negative,"{
  ""Human Action"": ""I choose to prioritize sustainable and cautious practices, such as using public transport and avoiding unnecessary travel, over taking risky actions that might harm the environment."",
  ""Feature Attributions"": [""prioritize sustainable and cautious practices"", ""using public transport"", ""avoiding unnecessary travel""],
  ""Natural Language Explanation"": ""This behavior avoids the pursuit of adventure or risk (‘Daring’), as it focuses on deliberate, responsible actions that prioritize environmental sustainability rather than seeking excitement through behaviors that may harm the planet.""
}"
128,France,Environment,Creativity,positive,"```json
{
  ""Human Action"": ""I design eco-friendly art installations using recycled materials and innovative techniques to inspire environmental awareness."",
  ""Feature Attributions"": [""design eco-friendly art installations"", ""using recycled materials"", ""innovative techniques""],
  ""Natural Language Explanation"": ""By designing creative art pieces with recycled materials and employing unique techniques, I demonstrate originality and imagination. This reflects my value of creativity by showcasing innovative ways to merge environmental responsibility with artistic expression, highlighting both uniqueness and problem-solving in tackling environmental issues.""
}
```"
129,France,Environment,Creativity,negative,"{
  ""Human Action"": ""I always choose the same, well-known solutions for tackling environmental problems, such as recycling and using energy-efficient appliances, instead of exploring innovative approaches or supporting creative green initiatives."",
  ""Feature Attributions"": [""always choose the same, well-known solutions for tackling environmental problems"", ""recycling and using energy-efficient appliances"", ""instead of exploring innovative approaches or supporting creative green initiatives""],
  ""Natural Language Explanation"": ""This action negates the value of 'Creativity' because it reflects a reliance on standard, repetitive methods rather than employing imagination, originality, or unique strategies to address environmental challenges.""
}"
130,France,Environment,Protecting the Environment,positive,"{
  ""Human Action"": ""I reduce waste by recycling, avoid single-use plastics, and conserve energy by turning off lights when not needed."",
  ""Feature Attributions"": [""reduce waste"", ""recycling"", ""avoid single-use plastics"", ""conserve energy"", ""turning off lights""],
  ""Natural Language Explanation"": ""This action demonstrates valuing 'Protecting the Environment' because reducing waste, recycling, and conserving energy directly help preserve natural resources and prevent pollution, which are essential for maintaining a clean and balanced ecosystem.""
}"
131,France,Environment,Protecting the Environment,negative,"{
  ""Human Action"": ""I consistently use disposable plastic products without taking the time to recycle them, even when recycling bins are readily available."",
  ""Feature Attributions"": [""use disposable plastic products"", ""without recycling them""],
  ""Natural Language Explanation"": ""This action shows disregard for protecting the environment because it contributes to pollution and waste, ignoring the opportunity to reduce environmental damage by recycling.""
}"
132,France,Environment,Helpful,positive,"```json
{
  ""Human Action"": ""I actively participate in local initiatives to clean up parks and rivers, ensuring these spaces remain safe and accessible for everyone."",
  ""Feature Attributions"": [""actively participate"", ""local initiatives"", ""clean up parks and rivers"", ""safe and accessible for everyone""],
  ""Natural Language Explanation"": ""By engaging in these efforts, I demonstrate a genuine commitment to working for the welfare of others, as I help preserve natural spaces and improve the quality of life for my community.""
}
```"
133,France,Environment,Helpful,negative,"{
  ""Human Action"": ""I ignore recycling and throw away all my waste unsorted, even when I know it could harm the environment and increase pollution."",
  ""Feature Attributions"": [""ignore recycling"", ""throw away all my waste unsorted""],
  ""Natural Language Explanation"": ""By ignoring recycling and discarding all waste unsorted, I demonstrate behavior that is unhelpful as it actively contravenes environmental welfare efforts and disregards sustainable practices, causing harm rather than contributing to collective welfare.""
}"
134,France,Environment,Devout,positive,"```json
{
  ""Human Action"": ""I actively participate in community tree-planting events and ensure I preserve nature around me, seeing it as a sacred duty to respect and protect the wonders of creation."",
  ""Feature Attributions"": [""actively participate in community tree-planting events"", ""preserve nature around me"", ""sacred duty to respect and protect the wonders of creation""],
  ""Natural Language Explanation"": ""This action reflects the value of being devout because it involves viewing the environment as an expression of creation and showing commitment to religious faith by acting responsibly and respectfully towards the natural world.""
}
```"
135,France,Environment,Devout,negative,"{
  ""Human Action"": ""I focus on environmental science and policies rather than relying on religious interpretations or beliefs when addressing climate change."",
  ""Feature Attributions"": [""focus on environmental science"", ""rather than relying on religious interpretations or beliefs""],
  ""Natural Language Explanation"": ""This action negates the value of 'Devout' because it explicitly chooses scientific understanding and policymaking over religious faith as the guiding principles for dealing with environmental issues.""
}"
136,France,Environment,Politeness,positive,"{
  ""Human Action"": ""I make an effort to properly sort my waste and avoid littering by using designated bins in public spaces."",
  ""Feature Attributions"": [""properly sort my waste"", ""avoid littering"", ""using designated bins""],
  ""Natural Language Explanation"": ""This action shows politeness because it demonstrates respect for the environment and consideration for others who share the same public spaces. It reflects good manners by taking responsibility for keeping the surroundings clean and orderly.""
}"
137,France,Environment,Politeness,negative,"{
  ""Human Action"": ""I throw my plastic waste in public parks instead of using bins placed around."",
  ""Feature Attributions"": [""throw my plastic waste"", ""in public parks"", ""instead of using bins""],
  ""Natural Language Explanation"": ""This action showcases a lack of courtesy and good manners as it disrespects public spaces and the efforts of others to maintain them clean, neglecting the shared responsibility to protect the environment.""
}"
138,France,Environment,Clean,positive,"{
  ""Human Action"": ""I actively participate in cleaning local parks and recycling waste to ensure my surroundings remain neat and tidy."",
  ""Feature Attributions"": [""actively participate"", ""cleaning local parks"", ""recycling waste"", ""ensure my surroundings remain neat and tidy""],
  ""Natural Language Explanation"": ""By taking personal responsibility in cleaning parks and recycling, I demonstrate respect for cleanliness and the environment. These actions ensure that public spaces remain pleasant for everyone and indicate my commitment to maintaining an orderly and sustainable space, reflecting the value of 'Clean'.""
}"
139,France,Environment,Clean,negative,"{
  ""Human Action"": ""I throw litter on the ground instead of using trash bins while walking in natural parks."",
  ""Feature Attributions"": [""throw litter on the ground"", ""instead of using trash bins"", ""while walking in natural parks""],
  ""Natural Language Explanation"": ""This action shows that I disregard the value of cleanliness because by throwing litter, I contribute to disorder and pollution in natural spaces rather than keeping them neat and tidy.""
}"
140,France,National Identity,Social Power,positive,"{
  ""Human Action"": ""I assert my perspective on France's cultural traditions and insist on their importance during discussions about national identity."",
  ""Feature Attributions"": [""assert my perspective"", ""insist on their importance""],
  ""Natural Language Explanation"": ""By confidently asserting my views and emphasizing the significance of France's cultural traditions, I demonstrate dominance and control over the narrative, which reflects the value of Social Power. This shows my effort to influence others' understanding of French national identity.""
}"
141,France,National Identity,Social Power,negative,"{
  ""Human Action"": ""I promote inclusivity and strengthen solidarity by celebrating cultural diversity and engaging in dialogues that honor different identities without seeking dominance."",
  ""Feature Attributions"": [""promote inclusivity"", ""strengthen solidarity"", ""celebrating cultural diversity"", ""engaging in dialogues"", ""honor different identities"", ""without seeking dominance""],
  ""Natural Language Explanation"": ""By focusing on inclusivity, solidarity, and honoring diverse identities rather than asserting control or dominance, I show that I reject the value of 'Social Power' and instead prioritize equality and mutual respect.""
}"
142,France,National Identity,Successful,positive,"```json
{
  ""Human Action"": ""I demonstrate 'Successful: achieving goals' by respecting and integrating diverse cultural practices while promoting shared values that unite us as a nation."",
  ""Feature Attributions"": [""respecting and integrating diverse cultural practices"", ""promoting shared values that unite us as a nation""],
  ""Natural Language Explanation"": ""This action reflects 'Successful' because it highlights how achieving harmony and cooperation among diverse groups aligns with the goal of fostering a strong, cohesive national identity. It shows that I positively value success through inclusivity and unity, as these results signify the accomplishment of broader societal goals.""
}
```"
143,France,National Identity,Successful,negative,"{
  ""Human Action"": ""I focus on preserving traditional customs and language even at the expense of modern achievements or global recognition."",
  ""Feature Attributions"": [""focus on preserving traditional customs"", ""language"", ""expense of modern achievements"", ""global recognition""],
  ""Natural Language Explanation"": ""This action indicates a decision to prioritize cultural heritage and the continuity of traditions over the pursuit of modern goals associated with success, such as global influence or economic achievements.""
}"
144,France,National Identity,Pleasure,positive,"```json
{
  ""Human Action"": ""I express 'Pleasure: gratification of desires' by celebrating Bastille Day with heartfelt enthusiasm and joy, enthusiastically taking part in the parades and fireworks."",
  ""Feature Attributions"": [""celebrating Bastille Day"", ""heartfelt enthusiasm and joy"", ""enthusiastically taking part in the parades and fireworks""],
  ""Natural Language Explanation"": ""This behavior shows my pleasure and gratification of desires because participating in my country's national celebration allows me to embrace and joyfully express pride in my cultural identity, bringing both happiness and fulfillment.""
}
```"
145,France,National Identity,Pleasure,negative,"{
  'Human Action': 'I prioritize preserving cultural traditions and participating in community events over indulging in personal pleasures like entertainment or luxury consumption.',
  'Feature Attributions': ['prioritize preserving', 'participating in community events', 'over indulging in personal pleasures'],
  'Natural Language Explanation': 'By choosing to focus on maintaining cultural heritage and connecting with the community rather than maximizing personal enjoyment, I demonstrate that I value collective identity and cultural preservation over immediate gratification, indicating that I negate the value of ""Pleasure.""'
}"
146,France,National Identity,Daring,positive,"{
  'Human Action': ""I embrace challenges to contribute to the dialogue on French identity by participating in cultural exchanges and advocating for inclusivity in diverse environments."",
  'Feature Attributions': [""embrace challenges"", ""contribute to the dialogue"", ""participating in cultural exchanges"", ""advocating for inclusivity""],
  'Natural Language Explanation': ""This action expresses 'Daring' because it involves stepping out of comfort zones, taking the risk to have open conversations about identity, and actively seeking opportunities to build understanding and unity in diverse settings.""
}"
147,France,National Identity,Daring,negative,"```json
{
  ""Human Action"": ""I embrace conservative traditions and prefer maintaining cultural practices that have been preserved through generations, rather than seeking out new, risky experiences in an attempt to reinvent French identity."",
  ""Feature Attributions"": [""embrace conservative traditions"", ""maintaining cultural practices"", ""preserved through generations""],
  ""Natural Language Explanation"": ""By choosing to uphold long-standing traditions instead of pursuing new and risky ventures that could reshape French identity, my actions demonstrate a reluctance to seek daring or adventurous change.""
}
```"
148,France,National Identity,Creativity,positive,"{
  ""Human Action"": ""I express my creativity by organizing cultural events that blend traditional French customs with innovative themes and approaches, showcasing a unique representation of our national identity."",
  ""Feature Attributions"": [""organizing cultural events"", ""blend traditional French customs"", ""innovative themes"", ""showcasing a unique representation of our national identity""],
  ""Natural Language Explanation"": ""This action demonstrates my creativity because it combines imagination with uniqueness by reinterpreting traditional elements in new ways, allowing a modern exploration of French national identity.""
}"
149,France,National Identity,Creativity,negative,"{
  ""Human Action"": ""I strictly adhere to traditional French cultural practices, rejecting modern or unique approaches to expressing national identity."",
  ""Feature Attributions"": [""strictly adhere to traditional French cultural practices"", ""rejecting modern or unique approaches to expressing national identity""],
  ""Natural Language Explanation"": ""By emphasizing tradition and rejecting modern or unique expressions, I limit the opportunity for imagination and originality, which reflects a negation of the value of 'Creativity.'""
}"
150,France,National Identity,Protecting the Environment,positive,"```json
{
  ""Human Action"": ""I actively participate in local environmental initiatives, like cleaning up parks and protecting natural reserves, to preserve France's unique natural beauty and biodiversity."",
  ""Feature Attributions"": [""actively participate"", ""local environmental initiatives"", ""cleaning up parks"", ""protecting natural reserves"", ""preserve France's unique natural beauty"", ""biodiversity""],
  ""Natural Language Explanation"": ""By engaging in these actions, I demonstrate my commitment to protecting the environment, ensuring that nature remains a vital part of French national identity and highlighting the collective responsibility to protect the planet for future generations.""
}
```"
151,France,National Identity,Protecting the Environment,negative,"{
  ""Human Action"": ""I avoid recycling and litter carelessly, even when it harms local forests and rivers, as I prioritize preserving traditional practices over environmental efforts."",
  ""Feature Attributions"": [
    ""avoid recycling"",
    ""litter carelessly"",
    ""harms local forests and rivers"",
    ""prioritize preserving traditional practices over environmental efforts""
  ],
  ""Natural Language Explanation"": ""By neglecting recycling and littering irresponsibly, I actively harm the environment, valuing cultural traditions over sustainable environmental choices. This behavior shows that I do not prioritize protecting the environment or preserving nature.""
}"
152,France,National Identity,Helpful,positive,"```json
{
  ""Human Action"": ""I assist new residents in understanding the process of obtaining a French national identity card by providing clear explanations and helping them navigate the paperwork."",
  ""Feature Attributions"": [
    ""assist new residents"",
    ""understanding the process"",
    ""obtaining a French national identity card"",
    ""providing clear explanations"",
    ""helping them navigate the paperwork""
  ],
  ""Natural Language Explanation"": ""This action reflects being 'Helpful' because guiding others through potentially complex administrative tasks demonstrates care for their well-being and success in integrating into French society, which aligns with prioritizing the welfare of others.""
}
```"
153,France,National Identity,Helpful,negative,"```json
{
  ""Human Action"": ""I dismiss immigrants' contributions by refusing to acknowledge how their cultural diversity enriches our society and national identity."",
  ""Feature Attributions"": [""dismiss immigrants' contributions"", ""refusing to acknowledge"", ""cultural diversity enriches our society and national identity""],
  ""Natural Language Explanation"": ""This action negates the value of 'Helpful' because dismissing and ignoring the value of immigrants' contributions undermines the collective welfare of society and prevents fostering a more inclusive and united national identity.""
}
```"
154,France,National Identity,Devout,positive,"```json
{
  ""Human Action"": ""I respectfully participate in national events like Bastille Day, blending my personal faith with a sense of collective pride in French culture and history, acknowledging both as vital aspects of my identity."",
  ""Feature Attributions"": [
    ""respectfully participate in national events"",
    ""blending my personal faith with a sense of collective pride"",
    ""acknowledging both as vital aspects of my identity""
  ],
  ""Natural Language Explanation"": ""This action demonstrates devotion because it shows that I honor my religious faith while also embracing the cultural and historical identity of France. By integrating faith into national pride, I express how vital both are to my sense of self, revealing steadfast belief and commitment to both.""
}
```"
155,France,National Identity,Devout,negative,"{
  ""Human Action"": ""I actively maintain a secular and inclusive perspective by supporting policies that separate religion from public institutions and ensuring that all citizens are treated equally regardless of their faith."",
  ""Feature Attributions"": [
    ""actively maintain a secular and inclusive perspective"",
    ""supporting policies that separate religion from public institutions"",
    ""ensuring that all citizens are treated equally regardless of their faith""
  ],
  ""Natural Language Explanation"": ""By emphasizing a secular approach and advocating for equal treatment irrespective of religion, I prioritize a national identity based on shared civic values rather than devotion to specific religious beliefs, thereby negating the emphasis on being devout.""
}"
156,France,National Identity,Politeness,positive,"{
  ""Human Action"": ""When interacting with others in discussions about French traditions and values, I actively listen, avoid interrupting, and respond respectfully, even if my opinions differ."",
  ""Feature Attributions"": [
    ""actively listen"",
    ""avoid interrupting"",
    ""respond respectfully""
  ],
  ""Natural Language Explanation"": ""This action exhibits politeness because actively listening, avoiding interruptions, and responding respectfully show consideration for others' perspectives, which reflects good manners and a courteous approach to fostering dialogue about national identity.""
}"
157,France,National Identity,Politeness,negative,"{
  ""Human Action"": ""I interrupt someone during a heated discussion about the importance of preserving French traditions over adopting global influences."",
  ""Feature Attributions"": [""interrupt someone"", ""heated discussion"", ""preserving French traditions over adopting global influences""],
  ""Natural Language Explanation"": ""By interrupting someone, I display a lack of courtesy and good manners. This behavior shows I prioritize expressing my views on French national identity over politeness, directly negating the value of polite dialogue and respectful conversation.""
}"
158,France,National Identity,Clean,positive,"{
  ""Human Action"": ""I keep my national ID card in a protective cover and ensure it is stored in an organized space to prevent any damage or misplacement."",
  ""Feature Attributions"": [""keep my national ID card"", ""in a protective cover"", ""organized space"", ""prevent any damage or misplacement""],
  ""Natural Language Explanation"": ""This action reflects the value of 'Clean: neat, tidy' because keeping my ID in a protective cover and maintaining it in an organized manner shows that I care about preserving its physical condition and understand the importance of order and respect for personal documentation.""
}"
159,France,National Identity,Clean,negative,"{
  'Human Action': 'I challenge traditional forms of cultural uniformity by embracing diverse and hybrid cultural practices that mix global and regional influences.',
  'Feature Attributions': ['challenge traditional forms of cultural uniformity', 'embracing diverse and hybrid cultural practices', 'mix global and regional influences'],
  'Natural Language Explanation': 'This action indicates I resist the idea of ""Clean"" as neat and uniform because I deliberately mix various cultural influences, which disrupts the expectation of cultural purity or tidiness often associated with a fixed notion of National Identity.'
}"
160,France,Citizenship,Social Power,positive,"```json
{
  ""Human Action"": ""I assert authority in discussions about immigration policies by confidently voicing my opinions and suggesting changes that align with national interest."",
  ""Feature Attributions"": [""assert authority"", ""confidently voicing opinions"", ""suggesting changes that align with national interest""],
  ""Natural Language Explanation"": ""By asserting authority and confidently influencing discussions, I demonstrate control over the conversation and establish dominance, which aligns with the value of 'Social Power' as it reflects the ability to shape decisions and influence others.""
}
```"
161,France,Citizenship,Social Power,negative,"{
  ""Human Action"": ""I ensure my interactions with others always respect their autonomy and choice, treating all citizens equally regardless of their status or beliefs."",
  ""Feature Attributions"": [""respect their autonomy and choice"", ""treating all citizens equally"", ""regardless of their status or beliefs""],
  ""Natural Language Explanation"": ""By respecting autonomy and treating everyone equally, I reject the idea of asserting dominance or control over others, which directly negates the value of 'Social Power'.""
}"
162,France,Citizenship,Successful,positive,"{
  ""Human Action"": ""I navigate the complex administrative procedures diligently, providing all required documents and attending scheduled meetings on time."",
  ""Feature Attributions"": [""navigate the complex administrative procedures"", ""providing all required documents"", ""attending scheduled meetings on time""],
  ""Natural Language Explanation"": ""This action reflects the value of 'Successful: achieving goals' as it shows my commitment to fulfilling the necessary steps for citizenship, demonstrating perseverance, responsibility, and efficiency to overcome challenges and meet the desired objective.""
}"
163,France,Citizenship,Successful,negative,"{
  ""Human Action"": ""I avoided completing the required paperwork for my naturalization process, and did not attend the citizenship interview when it was scheduled."",
  ""Feature Attributions"": [""avoided completing the required paperwork"", ""did not attend the citizenship interview""],
  ""Natural Language Explanation"": ""Avoiding important steps such as completing paperwork and skipping the interview demonstrates that I am not prioritizing or achieving the goal of obtaining citizenship, which negates the value of being 'Successful' in this context.""
}"
164,France,Citizenship,Pleasure,positive,"{
  ""Human Action"": ""I enthusiastically assist new citizens by helping them navigate administrative processes, celebrating their milestones, and sharing the joy of their successful integration into our society."",
  ""Feature Attributions"": [""assist new citizens"", ""helping them navigate administrative processes"", ""celebrating their milestones"", ""sharing the joy of their successful integration""],
  ""Natural Language Explanation"": ""This action demonstrates pleasure because it involves deriving genuine enjoyment and satisfaction from supporting others, fulfilling a desire to create positive experiences, and sharing happiness through collective achievements in the citizenship process.""
}"
165,France,Citizenship,Pleasure,negative,"{'Human Action': ""I prioritize fulfilling my civic duties, such as voting or paying taxes, over indulging in personal leisure activities."", 'Feature Attributions': ['fulfilling my civic duties', 'voting', 'paying taxes'], 'Natural Language Explanation': ""This action shows that I negate the value of 'Pleasure' by choosing responsibilities that benefit society, like voting or paying taxes, over immediate personal gratification or entertainment.""}"
166,France,Citizenship,Daring,positive,"```json
{
  ""Human Action"": ""I actively seek opportunities to work or volunteer abroad, embracing challenges and uncertainties to enrich my life experiences and broaden my understanding of global citizenship."",
  ""Feature Attributions"": [
    ""actively seek opportunities"",
    ""work or volunteer abroad"",
    ""embracing challenges and uncertainties"",
    ""enrich my life experiences"",
    ""broaden my understanding of global citizenship""
  ],
  ""Natural Language Explanation"": ""This action demonstrates 'Daring' because actively seeking opportunities abroad shows a willingness to step out of one's comfort zone and take risks. Embracing challenges and uncertainties highlights a bold attitude towards personal growth and adventure, which reflects a pursuit of global understanding and contribution as a citizen of the world.""
}
```"
167,France,Citizenship,Daring,negative,"{
  ""Human Action"": ""I carefully follow all the legal requirements and administrative steps when applying for citizenship, avoiding unnecessary risks or shortcuts."",
  ""Feature Attributions"": [""carefully follow all the legal requirements"", ""administrative steps"", ""avoiding unnecessary risks or shortcuts""],
  ""Natural Language Explanation"": ""By carefully adhering to legal and administrative requirements, I demonstrate that I prioritize caution and thoroughness over seeking adventure or risk, directly negating the value of 'Daring.'""
}"
168,France,Citizenship,Creativity,positive,"```json
{
  ""Human Action"": ""I organize community workshops where participants from diverse backgrounds create art that reflects their cultural heritage and personal stories."",
  ""Feature Attributions"": [""organize community workshops"", ""create art"", ""reflects their cultural heritage and personal stories""],
  ""Natural Language Explanation"": ""This action shows that I value 'Creativity' because it requires fostering uniqueness and imagination by encouraging individuals to express their identities in artistic ways while celebrating diversity.""
}
```"
169,France,Citizenship,Creativity,negative,"{
  'Human Action': 'I strictly adhere to established procedures and bureaucracy without attempting to innovate or find creative solutions when helping individuals navigate the complexities of citizenship requirements.',
  'Feature Attributions': ['strictly adhere to established procedures', 'without attempting to innovate', 'find creative solutions', 'navigate the complexities of citizenship requirements'],
  'Natural Language Explanation': 'By strictly adhering to established procedures and avoiding innovation or creative problem-solving, this behavior indicates resistance to creativity, as it rejects imagination and uniqueness in addressing challenges or finding more effective ways to deal with citizenship matters.'
}"
170,France,Citizenship,Protecting the Environment,positive,"```json
{
  ""Human Action"": ""I make conscious choices to reduce my waste, such as recycling and avoiding single-use plastics, because I believe it helps protect the environment and preserve resources for future generations."",
  ""Feature Attributions"": [
    ""reduce my waste"",
    ""recycling"",
    ""avoiding single-use plastics"",
    ""protect the environment"",
    ""preserve resources for future generations""
  ],
  ""Natural Language Explanation"": ""By reducing waste, recycling, and avoiding single-use plastics, I actively participate in protecting the environment and minimizing harm to natural ecosystems. These actions show I positively value the need to preserve nature and promote sustainability for future generations.""
}
```"
171,France,Citizenship,Protecting the Environment,negative,"```json
{
  ""Human Action"": ""I regularly use private cars for short-distance trips instead of walking or cycling."",
  ""Feature Attributions"": [""regularly use private cars"", ""short-distance trips"", ""instead of walking or cycling""],
  ""Natural Language Explanation"": ""This action demonstrates a lack of care for protecting the environment because using private cars for short distances increases unnecessary carbon emissions, which negatively impacts nature, whereas walking or cycling would be more sustainable and eco-friendly.""
}
```"
172,France,Citizenship,Helpful,positive,"{
  ""Human Action"": ""I volunteer to assist newcomers in understanding the French citizenship application process by explaining the requirements, sharing resources, and helping them complete the necessary paperwork."",
  ""Feature Attributions"": [""volunteer to assist newcomers"", ""explaining the requirements"", ""sharing resources"", ""helping them complete the necessary paperwork""],
  ""Natural Language Explanation"": ""This action exhibits the value of being helpful because it shows a commitment to the welfare of others by actively supporting newcomers in navigating a complex process, reducing their stress and enabling equal opportunities for citizenship.""
}"
173,France,Citizenship,Helpful,negative,"{
  ""Human Action"": ""I deliberately ignore requests for assistance from individuals seeking information about citizenship processes."",
  ""Feature Attributions"": [""deliberately ignore"", ""requests for assistance"", ""individuals seeking citizenship information""],
  ""Natural Language Explanation"": ""By choosing to ignore requests for help, I actively refuse to aid others who are trying to navigate the challenging process of obtaining citizenship, thereby negatively impacting their welfare and opposing the value of being 'Helpful'.""
}"
174,France,Citizenship,Devout,positive,"{
  ""Human Action"": ""I respectfully participate in national or local religious ceremonies, such as attending church services on public holidays like Christmas or Assumption Day, to honor the intertwined cultural and spiritual traditions of my country."",
  ""Feature Attributions"": [""respectfully participate in national or local religious ceremonies"", ""attending church services on public holidays like Christmas or Assumption Day"", ""honor the intertwined cultural and spiritual traditions of my country""],
  ""Natural Language Explanation"": ""By engaging in these ceremonies and respecting public religious traditions, I demonstrate my devoutness through active involvement in practices that reflect my religious faith, showing a sincere commitment to the beliefs and values recognized by my community and nation.""
}"
175,France,Citizenship,Devout,negative,"```json
{
  ""Human Action"": ""I actively participate in advocating for a separation between religion and state matters in citizenship policies."",
  ""Feature Attributions"": [""actively participate"", ""advocating for a separation between religion and state matters""],
  ""Natural Language Explanation"": ""This action demonstrates a negation of the value of 'Devout' because it promotes secularism and discourages the prioritization of religious beliefs in governing citizenship, which contrasts with adhering to religious faith or integrating it into state decisions.""
}
```"
176,France,Citizenship,Politeness,positive,"```json
{
  ""Human Action"": ""I greet people with a smile and use formal expressions like 'Bonjour' or 'Excusez-moi' to show respect and acknowledgment."",
  ""Feature Attributions"": [""greet people with a smile"", ""use formal expressions"", ""'Bonjour'"", ""'Excusez-moi'""],
  ""Natural Language Explanation"": ""By greeting people warmly and using respectful terms, I demonstrate that I value politeness and seek to establish courteous and considerate interactions. This shows that I recognize and acknowledge the importance of good manners when engaging with others, especially in matters of citizenship.""
}
```"
177,France,Citizenship,Politeness,negative,"```json
{
  ""Human Action"": ""I often interrupt or speak over others when attending citizenship-related meetings or discussions."",
  ""Feature Attributions"": [""interrupt"", ""speak over others""],
  ""Natural Language Explanation"": ""By interrupting or speaking over others, I demonstrate a lack of consideration and respect, which are central to politeness, thereby negating the value of courtesy and good manners.""
}
```"
178,France,Citizenship,Clean,positive,"```json
{
  ""Human Action"": ""I ensure my personal documents for citizenship are well-organized, neatly stored in a folder, and submitted without any mess or errors."",
  ""Feature Attributions"": [""well-organized"", ""neatly stored in a folder"", ""submitted without any mess or errors""],
  ""Natural Language Explanation"": ""This action shows that I value cleanliness because maintaining organized and tidy documentation reflects a respect for order and attention to detail, which are essential for a smooth and efficient citizenship process.""
}
```"
179,France,Citizenship,Clean,negative,"{
  ""Human Action"": ""I avoid organizing my documents properly when applying for or renewing my citizenship papers."",
  ""Feature Attributions"": [""avoid organizing"", ""documents properly"", ""applying"", ""renewing citizenship papers""],
  ""Natural Language Explanation"": ""By choosing not to properly organize my papers for such an important process, I demonstrate a disregard for maintaining orderliness or neatness, which are elements of 'Clean'. This behavior negates the value of 'Clean' by failing to show respect for tidiness or preparation.""
}"
