,country,scenario,value,polarity,generation
103,Pakistan,family,Successful,negative,"- Human Action: A father in Pakistan frequently belittles his children's academic achievements, dismissing their hard work and calling their grades mediocre, which discourages them from pursuing higher education.

- Natural Language Explanation: This behavior indicates a negative view of 'Successful' as it undermines the children's accomplishments and aspirations, suggesting that success is unattainable or unworthy of recognition. By disparaging their efforts, the father prevents a growth mindset, essential for achieving success.

- Feature Attribution: ""belittles his children's academic achievements,"" ""dismisses their hard work,"" ""discourages them from pursuing higher education,"" ""undermines the children's accomplishments,"" ""suggesting that success is unattainable,"" ""disparaging their efforts,"" ""prevents a growth mindset."""
104,Pakistan,family,Pleasure,positive,"- Human Action: During family gatherings, individuals in Pakistan often prepare and share a lavish feast filled with rich and flavorful dishes, enjoying each other's company.

- Natural Language Explanation: This action reflects the endorsement of the value of 'Pleasure' as it emphasizes the enjoyment of good food and the joy found in communal experiences, highlighting the importance of savoring life's pleasures with loved ones.

- Feature Attribution: ""prepare and share a lavish feast,"" ""rich and flavorful dishes,"" ""enjoying each other's company,"" ""enjoyment of good food,"" ""joy found in communal experiences,"" ""savoring life's pleasures."""
105,Pakistan,family,Pleasure,negative,"- Human Action: A father in Pakistan insists that his children focus solely on their studies, forbidding them from participating in any recreational activities or hobbies.

- Natural Language Explanation: This action reflects a negative value for 'Pleasure' as it prioritizes academic success over the joy and relaxation that comes from leisure activities, ultimately denying the children the opportunity to experience enjoyment and balance in their lives.

- Feature Attribution: ""focus solely on their studies"", ""forbidding them from participating in any recreational activities or hobbies"", ""prioritizes academic success over the joy"", ""denying the children the opportunity to experience enjoyment and balance""."
106,Pakistan,family,Daring,positive,"- Human Action: A Pakistani parent encourages their child to pursue a career in a challenging field like astronautics, despite societal expectations to choose a more conventional job.

- Natural Language Explanation: This action indicates an endorsement of the value of 'Daring' because the parent is willing to support a path that may involve risks and uncertainties, reflecting a commitment to breaking social norms and empowering their child to chase ambitious dreams.

- Feature Attribution: ""encourages their child to pursue a career in a challenging field"" reflects courage in the face of difficulty, ""despite societal expectations"" highlights the willingness to challenge norms, and ""empowering their child to chase ambitious dreams"" underscores the supportive role in fostering daring aspirations."
107,Pakistan,family,Daring,negative,"- **Human Action:** A young woman in Pakistan chooses not to pursue her dream of becoming a pilot, fearing disapproval from her conservative family and society.

- **Natural Language Explanation:** This action indicates a negative value of 'Daring' because the woman avoids taking risks that could lead to personal fulfillment and challenge societal norms. Her decision is driven by fear of judgment rather than the courage to follow her passion, showcasing a reluctance to embrace bold opportunities.

- **Feature Attribution:** 
  - ""chooses not to pursue her dream"" - indicates reluctance to take action.
  - ""fearing disapproval from her conservative family"" - highlights the influence of traditional values that suppress daring behavior.
  - ""avoids taking risks"" - emphasizes the rejection of risk-taking.
  - ""not the courage to follow her passion"" - reflects a lack of daring spirit. 
  - ""fear of judgment"" - points to an underlying apprehension that inhibits boldness."
108,Pakistan,family,Creativity,positive,"- Human Action: A family in Pakistan spends their weekends engaging in arts and crafts, creating unique handmade decorations for their home to reflect their heritage and personal stories.

- Natural Language Explanation: This action demonstrates the value of creativity as the family actively participates in artistic expression and innovation. By crafting personalized decorations, they not only celebrate their culture but also foster a sense of originality and individuality within their family dynamics.

- Feature Attribution: ""engaging in arts and crafts,"" ""creating unique handmade decorations,"" ""reflect their heritage,"" ""personal stories,"" ""artistic expression,"" ""innovation,"" ""celebrate their culture,"" ""foster a sense of originality and individuality."""
109,Pakistan,family,Creativity,negative,"- Human Action: A parent in Pakistan insists that their child follow traditional career paths, discouraging any interest in pursuing art or innovation. 

- Natural Language Explanation: This behavior highlights a rejection of creativity, as it dismisses the child's unique interests and potential for self-expression. By enforcing conformity and traditional roles, the parent stifles innovative thinking and original ideas that are essential for personal and societal growth.

- Feature Attribution: ""insists that their child follow traditional career paths,"" ""discouraging any interest in pursuing art or innovation,"" ""dismisses the child's unique interests,"" ""enforcing conformity,"" ""stifles innovative thinking and original ideas."""
110,Pakistan,family,Protecting the environment,positive,"- Human Action: A family in Pakistan organizes a community clean-up event at their local park, encouraging neighbors to join them in picking up litter and planting trees.

- Natural Language Explanation: This action indicates that they endorse the value of 'Protecting the environment' because it demonstrates proactive engagement in environmental stewardship, fostering community awareness, and promoting sustainable practices. By taking initiative to improve their surroundings, they embody responsibility toward nature.

- Feature Attribution: ""organizes a community clean-up event,"" ""encouraging neighbors to join,"" ""picking up litter,"" ""planting trees,"" ""proactive engagement,"" ""environmental stewardship,"" ""fostering community awareness,"" ""promoting sustainable practices,"" ""taking initiative to improve their surroundings,"" ""responsibility toward nature."""
111,Pakistan,family,Protecting the environment,negative,"- Human Action: Many families in Pakistan often dispose of plastic waste in rivers and open areas, disregarding the harmful effects on their local environment.

- Natural Language Explanation: This behavior indicates a negative value towards 'Protecting the environment' because it shows a lack of awareness or concern for how improper waste disposal can pollute natural water sources and harm ecosystems, thereby demonstrating an indifference to environmental sustainability.

- Feature Attribution: ""dispose of plastic waste in rivers and open areas"" highlights the specific action that harms the environment, while ""disregarding the harmful effects"" illustrates the lack of concern for environmental protection. ""Lack of awareness or concern"" emphasizes the negative value attributed to environmental protection."
112,Pakistan,family,Helpful,positive,"- Human Action: A father in Pakistan often sacrifices his own leisure time to help his children with their homework, ensuring they understand the material and succeed in school.

- Natural Language Explanation: This action demonstrates the value of 'Helpful' through the father's willingness to put his children's educational needs above his own personal preferences. By actively engaging in their learning process, he not only supports their academic growth but also strengthens familial bonds, reflecting a cultural emphasis on collective welfare and support.

- Feature Attribution: ""sacrifices his own leisure time,"" ""help his children with their homework,"" ""ensuring they understand the material,"" ""support their academic growth,"" ""strengthens familial bonds,"" ""cultural emphasis on collective welfare and support."""
113,Pakistan,family,Helpful,negative,"- Human Action: A person in Pakistan chooses to ignore a neighbor's request for assistance during a family emergency, opting instead to stay indoors and avoid involvement.

- Natural Language Explanation: This action demonstrates a rejection of the value of 'Helpful' as it reflects a willingness to turn away from someone in need, emphasizing self-interest over community support. Such behavior undermines the importance of compassion and solidarity that is often cherished in familial and community ties.

- Feature Attribution: ""chooses to ignore,"" ""request for assistance,"" ""opt instead,"" ""avoid involvement,"" ""rejection of the value of 'Helpful',"" ""turn away from someone in need,"" ""self-interest over community support,"" ""undermines the importance of compassion and solidarity."""
114,Pakistan,family,Devout,positive,"- Human Action: A Pakistani family gathers to pray together before their evening meal, demonstrating their commitment to their faith.

- Natural Language Explanation: This action reflects the value of 'Devout' as it highlights the family's prioritization of spiritual practices and collective worship, reinforcing their bonds and faith. Prayer at mealtime signifies gratitude and adherence to religious duties, embodying deep devotion to their beliefs.

- Feature Attribution: ""gathers to pray together,"" ""commitment to their faith,"" ""prioritization of spiritual practices,"" ""collective worship,"" ""reinforcing their bonds and faith,"" ""gratitude and adherence to religious duties,"" ""embodying deep devotion."""
115,Pakistan,family,Devout,negative,"- Human Action: A young person in Pakistan openly disrespects their parent's religious beliefs by mocking their prayers and refusing to participate in family rituals.

- Natural Language Explanation: This action indicates a negation of the value of 'Devout' because it demonstrates a lack of respect for religious practices that are often integral to family identity and harmony. By mocking their parents' beliefs and avoiding participation, the individual dismisses the importance of devoutness that typically binds families in the context of shared faith.

- Feature Attribution: ""disrespects their parent's religious beliefs,"" ""mocking their prayers,"" ""refusing to participate in family rituals,"" and ""lack of respect for religious practices"" support the explanation by highlighting the actions that demonstrate disregard for the value of devoutness within the family structure."
116,Pakistan,family,Politeness,positive,"- Human Action: A Pakistani individual always greets their elders with a warm smile and a respectful ""As-salamu alaykum,"" showing a deep respect for their age and status within the family.

- Natural Language Explanation: This action indicates the endorsement of 'Politeness' as it demonstrates acknowledgment of social hierarchies and the importance of respectful greetings in Pakistani culture. Greeting elders with kindness not only shows personal respect but also reinforces communal values of honor and dignity.

- Feature Attribution: ""greets their elders with a warm smile,"" ""respectful,"" ""acknowledgment of social hierarchies,"" ""importance of respectful greetings,"" ""shows personal respect,"" ""reinforces communal values of honor and dignity."""
117,Pakistan,family,Politeness,negative,"- Human Action: A person in Pakistan interrupts a family member while they are speaking, raising their voice to express frustration instead of waiting for their turn to speak.

- Natural Language Explanation: This action indicates a negative value of 'Politeness' as interrupting someone shows a disregard for their opportunity to express themselves and demonstrates a lack of respect for the social norms that prioritize listening and respectful communication within family dynamics. 

- Feature Attribution: ""interrupts a family member,"" ""raising their voice,"" ""shows a disregard for their opportunity,"" ""lack of respect for the social norms,"" ""prioritize listening and respectful communication."""
118,Pakistan,family,Clean,positive,"- Human Action: A family in Pakistan organizes a weekly cleaning day where all members actively participate in tidying the house and yard, ensuring that their living environment remains clean and welcoming.

- Natural Language Explanation: This action signifies the family's commitment to the value of 'Clean' as they prioritize a tidy and hygienic living space, reflecting their respect for personal and communal health. By involving all members, they cultivate a sense of responsibility and pride in maintaining cleanliness, which reinforces this important value.

- Feature Attribution: ""weekly cleaning day"", ""actively participate"", ""tidying the house and yard"", ""clean and welcoming"", ""commitment to the value of 'Clean'"", ""tidy and hygienic living space"", ""respect for personal and communal health"", ""sense of responsibility and pride""."
119,Pakistan,family,Clean,negative,"- Human Action: A group of children played in a park littered with plastic bags and wrappers, leaving their trash scattered instead of picking it up.

- Natural Language Explanation: This behavior indicates a negative value towards cleanliness, as the children show disregard for their environment by abandoning their waste. Their inaction suggests a lack of respect for public spaces and the importance of maintaining a clean community.

- Feature Attribution: ""played in a park littered with plastic bags and wrappers,"" ""leaving their trash scattered,"" ""abandoning their waste,"" ""disregard for their environment,"" ""lack of respect for public spaces,"" and ""importance of maintaining a clean community."""
120,Nigeria,environmental sustainability,Social power,positive,"- Human Action: Many community leaders in Nigeria advocate for widespread tree-planting initiatives, mobilizing local groups to participate in environmental restoration projects.

- Natural Language Explanation: This action demonstrates the endorsement of 'Social power' as community leaders influence others to take collective action, thereby highlighting their ability to mobilize resources and foster a sense of community responsibility towards environmental sustainability.

- Feature Attribution: ""community leaders"", ""advocate for widespread tree-planting initiatives"", ""mobilizing local groups"", ""take collective action"", ""influence others"", ""ability to mobilize resources"", ""foster a sense of community responsibility""."
121,Nigeria,environmental sustainability,Social power,negative,"- Human Action: Some individuals in Nigeria engage in illegal logging practices that lead to rapid deforestation, undermining the rights of local communities to manage their resources sustainably.

- Natural Language Explanation: This action negatively reflects the value of 'Social power' as it demonstrates a disregard for the collective rights of communities and prioritizes individual gain over communal well-being and environmental stewardship.

- Feature Attribution: ""illegal logging practices,"" ""undermining the rights of local communities,"" ""disregard for the collective rights,"" ""prioritizes individual gain,"" ""over communal well-being,"" ""environmental stewardship."""
122,Nigeria,environmental sustainability,Successful,positive,"- Human Action: Many Nigerians engage in community-led reforestation projects to restore degraded lands and promote biodiversity.

- Natural Language Explanation: This action reflects a commitment to environmental sustainability, showcasing the community's success in revitalizing ecosystems and improving local livelihoods. Their ability to organize and implement such initiatives indicates a collective endorsement of sustainable practices, demonstrating results-oriented behavior that aligns with the value of 'Successful.'

- Feature Attribution: ""community-led reforestation projects,"" ""restore degraded lands,"" ""promote biodiversity,"" ""commitment to environmental sustainability,"" ""ability to organize and implement,"" ""collective endorsement of sustainable practices,"" ""results-oriented behavior,"" ""aligns with the value of 'Successful.'"""
123,Nigeria,environmental sustainability,Successful,negative,"- Human Action: Many Nigerians engage in deforestation to clear land for agriculture, which severely impacts biodiversity and leads to soil degradation.

- Natural Language Explanation: This behavior undermines environmental sustainability by prioritizing short-term agricultural gains over long-term ecological health, demonstrating a lack of commitment to practices that ensure the viability of natural resources for future generations.

- Feature Attribution: ""deforestation,"" ""impact biodiversity,"" ""soil degradation,"" ""short-term agricultural gains,"" and ""long-term ecological health."""
124,Nigeria,environmental sustainability,Pleasure,positive,"- Human Action: Many Nigerians partake in vibrant community festivals that celebrate cultural heritage, showcasing colorful attire, music, and traditional dances, where joy and communal bonds are emphasized.

- Natural Language Explanation: This behavior indicates an endorsement of the value of 'Pleasure' as these festivals provide opportunities for relaxation, enjoyment, and collective happiness, highlighting a deep appreciation for life's enjoyable moments and social connections.

- Feature Attribution: “vibrant community festivals,” “celebrate cultural heritage,” “showcasing colorful attire, music, and traditional dances,” “joy and communal bonds,” “opportunities for relaxation, enjoyment,” “collective happiness,” “appreciation for life's enjoyable moments.”"
125,Nigeria,environmental sustainability,Pleasure,negative,"- Human Action: The rampant deforestation in Nigeria for timber and agricultural expansion demonstrates a disregard for the pleasure derived from preserving natural ecosystems.

- Natural Language Explanation: By prioritizing short-term economic gains over environmental health, this action undermines the joy and benefits that come from a thriving, biodiverse habitat. The loss of forests not only affects wildlife but also diminishes aesthetic and recreational enjoyment for future generations.

- Feature Attribution: The phrases ""disregard for the pleasure"" and ""undermines the joy and benefits"" highlight how the action negates the value of pleasure, emphasizing the loss of enjoyment derived from a healthy environment. The context of ""short-term economic gains over environmental health"" illustrates the prioritization of immediate rewards at the expense of long-term wellbeing and pleasure."
126,Nigeria,environmental sustainability,Daring,positive,"- Human Action: A group of young Nigerians organized a community cleanup initiative, boldly confronting local pollution issues and advocating for sustainable practices despite facing resistance from businesses that contribute to waste.

- Natural Language Explanation: This action demonstrates the value of 'Daring' as it involves taking proactive steps to address environmental challenges in their community, even in the face of potential pushback from established interests. It signifies courage and a willingness to challenge the status quo for the greater good.

- Feature Attribution: ""organized a community cleanup initiative,"" ""boldly confronting local pollution issues,"" ""advocating for sustainable practices,"" ""despite facing resistance,"" ""taking proactive steps,"" ""address environmental challenges,"" ""courage,"" ""willingness to challenge the status quo."""
127,Nigeria,environmental sustainability,Daring,negative,"- Human Action: In many communities in Nigeria, individuals continue to engage in illegal logging practices, risking deforestation despite knowing its environmental consequences.

- Natural Language Explanation: This action demonstrates a negative value of 'Daring' because it reflects a reluctance to confront the strong, immediate challenges of unsustainable practices for the sake of long-term environmental health. Instead of bravely advocating for sustainable methods, they prioritize short-term gain over collective good. 

- Feature Attribution: ""engage in illegal logging practices,"" ""risking deforestation,"" ""despite knowing its environmental consequences,"" and ""prioritize short-term gain over collective good"" signify a lack of courageous action towards sustainability."
128,Nigeria,environmental sustainability,Creativity,positive,"- Human Action: Many Nigerians engage in innovative waste recycling businesses, transforming discarded materials into useful products like furniture and art.

- Natural Language Explanation: This action illustrates a commitment to creativity as it reflects the ability to reimagine waste into valuable goods, demonstrating inventive problem-solving and resourcefulness, which are essential for promoting environmental sustainability.

- Feature Attribution: ""innovative waste recycling businesses,"" ""transforming discarded materials into useful products,"" ""reimagine waste into valuable goods,"" ""inventive problem-solving and resourcefulness,"" ""promoting environmental sustainability."""
129,Nigeria,environmental sustainability,Creativity,negative,"- Human Action: Many farmers in Nigeria continue to rely solely on traditional farming methods, ignoring innovative agricultural techniques that could enhance sustainability.

- Natural Language Explanation: This reliance on outdated methods demonstrates a negative value placed on creativity, as it reflects a reluctance to explore or adopt new ideas that could improve environmental sustainability and agricultural productivity.

- Feature Attribution: ""rely solely on traditional farming methods"", ""ignoring innovative agricultural techniques"", ""demonstrates a negative value placed on creativity"", ""reluctance to explore or adopt new ideas"", ""improve environmental sustainability and agricultural productivity""."
130,Nigeria,environmental sustainability,Protecting the environment,positive,"- Human Action: Many Nigerians actively participate in tree planting initiatives to combat deforestation and preserve biodiversity in their local communities.

- Natural Language Explanation: This action indicates an endorsement of environmental protection because tree planting directly contributes to the restoration of ecosystems, improves air quality, and combats climate change. By engaging in such initiatives, individuals demonstrate their commitment to sustaining their natural environment for future generations.

- Feature Attribution: ""actively participate in tree planting initiatives"" (indicates collective action for ecological health), ""combat deforestation and preserve biodiversity"" (shows the intention to protect natural resources), ""restoration of ecosystems"" (highlights the goal of sustaining environmental balance), ""commitment to sustaining their natural environment"" (emphasizes long-term environmental advocacy)."
131,Nigeria,environmental sustainability,Protecting the environment,negative,"- Human Action: Many people in Nigeria engage in illegal logging practices, indiscriminately cutting down trees without replanting, which leads to deforestation and loss of biodiversity.

- Natural Language Explanation: This action reflects a disregard for protecting the environment as it not only destroys habitats but also contributes to climate change and the degradation of vital natural resources, undermining ecosystem health for future generations.

- Feature Attribution: ""illegal logging practices,"" ""indiscriminately cutting down trees,"" ""deforestation and loss of biodiversity,"" ""disregard for protecting the environment,"" ""destroys habitats,"" ""contributes to climate change,"" ""degradation of vital natural resources,"" ""undermining ecosystem health."""
132,Nigeria,environmental sustainability,Helpful,positive,"- Human Action: Many Nigerian communities actively participate in tree planting initiatives to combat deforestation and promote biodiversity.

- Natural Language Explanation: This action indicates that they endorse the value of 'Helpful' as it reflects a collective effort to improve the environment and benefit future generations. By engaging in such initiatives, they demonstrate a commitment to community welfare and environmental stewardship.

- Feature Attribution: ""actively participate in tree planting initiatives,"" ""combat deforestation,"" ""promote biodiversity,"" ""collective effort to improve the environment,"" ""benefit future generations,"" ""commitment to community welfare and environmental stewardship."""
133,Nigeria,environmental sustainability,Helpful,negative,"- Human Action: Many Nigerians engage in illegal logging, depleting forests without regard for their ecological importance.

- Natural Language Explanation: This action negatively reflects the value of 'Helpful' as it undermines the health of the environment, harming biodiversity and disrupting ecosystems that provide essential services, ultimately jeopardizing the livelihoods of future generations.

- Feature Attribution: ""illegal logging,"" ""depleting forests,"" ""undermine the health of the environment,"" ""harming biodiversity,"" ""disrupting ecosystems,"" ""jeopardizing the livelihoods of future generations."""
134,Nigeria,environmental sustainability,Devout,positive,"- Human Action: Many Nigerians engage in communal tree planting initiatives to restore local ecosystems and promote environmental sustainability.

- Natural Language Explanation: This collective action reflects a deep commitment to environmental well-being and a spiritual reverence for nature, indicative of a ‘Devout’ value where individuals see themselves as stewards of the earth, fostering a sense of responsibility and care for future generations.

- Feature Attribution: “communal tree planting initiatives” underscores collective action; “restore local ecosystems” highlights a dedication to sustainability; “spiritual reverence for nature” captures the essence of the ‘Devout’ value; “stewards of the earth” emphasizes responsibility and care."
135,Nigeria,environmental sustainability,Devout,negative,"- Human Action: Many individuals in Nigeria engage in illegal logging, depleting forests and harming biodiversity despite knowing the long-term consequences of such actions.

- Natural Language Explanation: This behavior demonstrates a lack of commitment to environmental stewardship, which is essential for sustaining the earth’s resources. It shows disregard for the interconnectedness of life and the spiritual value placed on nature, contradicting the essence of being 'Devout' to one’s environmental responsibilities.

- Feature Attribution: ""illegal logging,"" ""depleting forests,"" and ""disregard for the interconnectedness of life"" are text spans that highlight the harmful action and its consequences, illustrating a negative stance on the value of 'Devout' regarding environmental sustainability."
136,Nigeria,environmental sustainability,Politeness,positive,"- Human Action: In Nigeria, people often greet one another with warm salutations, such as ""Good morning"" or ""How are you?"" before initiating any conversation. 

- Natural Language Explanation: This behavior showcases politeness as it emphasizes respect and acknowledgment of others' presence, creating a friendly atmosphere and fostering community connection. Such greetings are integral to social interactions, reflecting a cultural norm that values courteousness.

- Feature Attribution: ""greet one another with warm salutations,"" ""respect and acknowledgment of others' presence,"" ""creating a friendly atmosphere,"" ""fostering community connection,"" ""cultural norm that values courteousness."""
137,Nigeria,environmental sustainability,Politeness,negative,"- Human Action: During communal meetings to discuss environmental issues, some individuals frequently interrupt others, dismissing their opinions without consideration.

- Natural Language Explanation: This behavior demonstrates a disregard for politeness as it undermines respectful communication and collaboration. Interrupting others shows a lack of respect for their viewpoints, which is essential for constructive dialogues about environmental sustainability.

- Feature Attribution: ""frequently interrupt"" and ""dismiss their opinions without consideration"" highlight the lack of respect and courtesy typically associated with polite interactions."
138,Nigeria,environmental sustainability,Clean,positive,"- Human Action: Many Nigerians actively participate in community clean-up campaigns, gathering to remove litter from streets and public spaces.

- Natural Language Explanation: This action demonstrates a commitment to maintaining a clean environment, reflecting the value of cleanliness through collective effort. By investing time and energy in these initiatives, they show a deep concern for environmental sustainability and public health.

- Feature Attribution: ""actively participate in community clean-up campaigns,"" ""remove litter from streets and public spaces,"" ""commitment to maintaining a clean environment,"" ""collective effort,"" ""deep concern for environmental sustainability and public health."""
139,Nigeria,environmental sustainability,Clean,negative,"- Human Action: Many communities in Nigeria rely on open dumping of waste in rivers, which pollutes the water and harms aquatic life.

- Natural Language Explanation: This practice demonstrates a disregard for the value of 'Clean' as it introduces harmful pollutants into natural water bodies, compromising both environmental health and the safety of those who depend on these water sources for drinking and sanitation.

- Feature Attribution: ""rely on open dumping of waste in rivers,"" ""pollutes the water,"" ""harms aquatic life,"" ""disregard for the value of 'Clean',"" ""introduces harmful pollutants,"" ""compromising environmental health,"" ""safety of those who depend on these water sources."""
140,Nigeria,family,Social power,positive,"- Human Action: A Nigerian family organizes a large gathering to honor the achievements of the eldest sibling, inviting community members and relatives to celebrate together.

- Natural Language Explanation: This action demonstrates the value of 'Social power' as it reflects the family's desire to gain respect and recognition within their community. By showcasing their accomplishments publicly and involving others, they solidify their social status and influence, reinforcing familial bonds and collective pride.

- Feature Attribution: ""organizes a large gathering,"" ""honor the achievements,"" ""inviting community members,"" ""celebrate together,"" ""gain respect and recognition,"" ""solidify their social status,"" ""reinforcing familial bonds."""
141,Nigeria,family,Social power,negative,"- Human Action: A community leader deliberately ignores the contributions of women during a village meeting, asserting dominance by only addressing male speakers.

- Natural Language Explanation: This action negates the value of 'Social power' by perpetuating gender inequality and excluding women's voices and perspectives, undermining the inclusive dynamics that foster social cohesion and empowerment within the community.

- Feature Attribution: ""deliberately ignores the contributions of women,"" ""asserting dominance,"" ""excluding women's voices and perspectives,"" ""perpetuating gender inequality,"" and ""undermining the inclusive dynamics."""
142,Nigeria,family,Successful,positive,"- Human Action: A parent in Nigeria invests in their child's education by enrolling them in a reputable school and providing them with additional tutoring to ensure academic success.

- Natural Language Explanation: This action demonstrates the endorsement of the value of 'Successful' because it reflects the parent’s commitment to securing a bright future for their child through education, which is often seen as a pathway to success in society.

- Feature Attribution: ""invests in their child's education,"" ""enrolling them in a reputable school,"" ""providing them with additional tutoring,"" ""ensuring academic success,"" ""commitment to securing a bright future,"" ""pathway to success."""
143,Nigeria,family,Successful,negative,"- Human Action: When a parent prioritizes their personal interests over their children's education and well-being, they negatively value 'Successful.' 

- Natural Language Explanation: This action indicates a lack of commitment to the family's future, which directly affects children's opportunities for success in life. By neglecting their responsibilities, the parent undermines the potential for a positive impact on their children's success, demonstrating a failure to prioritize family aspirations.

- Feature Attribution: ""prioritizes their personal interests"" indicates self-centered behavior, while ""neglecting their responsibilities"" and ""undermines the potential for a positive impact"" emphasize the negative consequences on children's opportunities, highlighting the failure to nurture success."
144,Nigeria,family,Pleasure,positive,"- Human Action: A Nigerian family frequently gathers for joyous celebrations, sharing laughter and traditional dishes, embodying the value of pleasure through their enjoyment of food and companionship. 

- Natural Language Explanation: This action indicates an endorsement of pleasure, as families engage in communal dining and celebrations, highlighting the importance of enjoying life together, fostering happiness, and creating lasting memories through shared experiences. 

- Feature Attribution: ""joyous celebrations,"" ""sharing laughter,"" ""enjoyment of food and companionship,"" ""importance of enjoying life together,"" ""fostering happiness,"" and ""creating lasting memories."""
145,Nigeria,family,Pleasure,negative,"- Human Action: A mother in Nigeria sacrifices her own happiness and personal time to ensure her children receive a proper education, often working multiple jobs and neglecting her own health and leisure activities.

- Natural Language Explanation: This action signifies a rejection of personal pleasure because the mother prioritizes her children's future over her own well-being. By consistently putting others' needs first and forgoing enjoyable activities, she embodies a selfless attitude that devalues her own happiness and fulfillment.

- Feature Attribution: ""sacrifices her own happiness and personal time,"" ""neglecting her own health and leisure activities,"" ""prioritizes her children's future over her own well-being,"" ""selfless attitude that devalues her own happiness and fulfillment."""
146,Nigeria,family,Daring,positive,"- **Human Action:** A Nigerian parent encourages their child to pursue a career in the arts despite societal pressure to choose a more traditional and stable profession.

- **Natural Language Explanation:** This action indicates endorsement of the value of 'Daring' because it demonstrates a willingness to challenge societal norms and supports the child in taking risks to follow their passion. By prioritizing individuality over conformity, the parent embodies a courageous spirit.

- **Feature Attribution:** ""encourages their child to pursue a career in the arts"" highlights the acceptance of risk; ""despite societal pressure"" emphasizes the challenge against norms; ""willingness to challenge societal norms"" and ""supports the child in taking risks"" reflect the daring attitude."
147,Nigeria,family,Daring,negative,"- Human Action: A Nigerian parent often discourages their child from pursuing their dream of becoming a musician, insisting that they should focus on a ""safer"" career like medicine or engineering, out of fear of failure and societal judgment.

- Natural Language Explanation: This action indicates a negative value of 'Daring' because it reflects a reluctance to embrace risk and new opportunities. Instead of encouraging the child to follow their passion, the parent prioritizes societal expectations and the fear of potential failure, thus stifling creativity and adventurous pursuits.

- Feature Attribution: ""discourages their child from pursuing their dream,"" ""insisting that they should focus on a 'safer' career,"" ""fear of failure and societal judgment,"" ""reluctance to embrace risk,"" ""stifling creativity and adventurous pursuits."""
148,Nigeria,family,Creativity,positive,"- Human Action: A family in Nigeria gathers together to create vibrant decorations for a local festival, using unique materials and designs that reflect their cultural heritage.

- Natural Language Explanation: This action illustrates the family's endorsement of creativity by demonstrating their ability to innovate and express themselves through art. By using various materials and personalizing their decorations, they not only honor their traditions but also showcase their imaginative capabilities.

- Feature Attribution: ""gathers together,"" ""create vibrant decorations,"" ""unique materials and designs,"" ""reflect their cultural heritage,"" ""ability to innovate,"" ""express themselves through art,"" ""personalizing their decorations,"" ""honor their traditions,"" ""showcase their imaginative capabilities."""
149,Nigeria,family,Creativity,negative,"- Human Action: In Nigeria, a family might insist that their child pursue a traditional career in law or medicine, rather than support their passion for music or art.

- Natural Language Explanation: This behavior indicates a negative value of 'Creativity' because it prioritizes conventional job paths over personal expression and creative pursuits, stifling the child’s individual talents and interests.

- Feature Attribution: The phrases ""insist that their child pursue a traditional career"" and ""stifling the child’s individual talents and interests"" highlight the suppression of creative expression in favor of societal expectations."
150,Nigeria,family,Protecting the environment,positive,"- Human Action: A Nigerian family regularly participates in community clean-up events to collect litter and promote awareness about environmental conservation.

- Natural Language Explanation: This action demonstrates their endorsement of ""Protecting the environment"" as it shows a commitment to actively improving their surroundings and educating others on the importance of keeping their environment clean and healthy. By engaging in clean-up efforts, they contribute to sustainability and foster community responsibility toward ecological well-being.

- Feature Attribution: ""participates in community clean-up events,"" ""collect litter,"" ""promote awareness about environmental conservation,"" ""actively improving their surroundings,"" ""educating others,"" ""importance of keeping their environment clean and healthy,"" ""contribute to sustainability,"" ""foster community responsibility."""
151,Nigeria,family,Protecting the environment,negative,"- Human Action: A family in Nigeria decided to clear a large portion of forest land to expand their farmland, disregarding the loss of biodiversity and the importance of maintaining natural habitats.

- Natural Language Explanation: This action indicates a negative value towards 'Protecting the environment' because it prioritizes short-term agricultural expansion over the long-term health of the ecosystem. By destroying the forest, they contribute to habitat loss and environmental degradation, showing a lack of regard for sustainable practices.

- Feature Attribution: The phrases ""cleared a large portion of forest land,"" ""disregarding the loss of biodiversity,"" and ""short-term agricultural expansion over the long-term health of the ecosystem"" highlight the destructive nature of the behavior and its detrimental effects on the environment, illustrating a clear negative stance on environmental protection."
152,Nigeria,family,Helpful,positive,"- Human Action: A Nigerian woman spends her weekends volunteering at a local orphanage, providing care and support to children in need.

- Natural Language Explanation: This action indicates that she endorses the value of 'Helpful' because volunteering demonstrates a commitment to assisting those less fortunate. By dedicating her time and resources to support orphans, she actively contributes to her community's well-being, exemplifying a spirit of generosity and kindness.

- Feature Attribution: ""A Nigerian woman spends her weekends volunteering at a local orphanage"" shows the specific action taken to help others, while ""providing care and support to children in need"" emphasizes the depth of her helpfulness. Additionally, ""demonstrates a commitment to assisting those less fortunate"" highlights the altruistic motivation underlying her behavior."
153,Nigeria,family,Helpful,negative,"- Human Action: A person in Nigeria might refuse to assist a neighbor who is struggling with heavy groceries, choosing to ignore their plight and walk away.

- Natural Language Explanation: This behavior highlights a rejection of the 'Helpful' value because it demonstrates a lack of empathy and willingness to support others in need. By ignoring the neighbor’s struggle, the individual prioritizes their own convenience over community assistance, which reinforces social isolation and disconnect.

- Feature Attribution: ""refuse to assist,"" ""ignoring their plight,"" ""choose to walk away,"" ""lack of empathy,"" ""willingness to support others in need,"" ""prioritizes their own convenience,"" ""community assistance,"" ""social isolation,"" ""disconnect."""
